"","DATE.OF.INTERVIEW","X1.9..latitude.","X1.9..longitude.","X1.9..altitude.","area.m3","Perception.of.the.fill.level","people.using.toilet","days.to.fill","date.full","Transport"
"219","2017-03-22",-15.4232,28.2445933,1289.6,4.5,"Half-full",330,53.2670454545455,"2017-05-14","Vacuum Tanker"
"220","2017-03-22",-15.4294567,28.2423667,1283.2,4.5,"Almost full",13,676.081730769231,"2019-01-27","Vacuum Tanker"
"221","2017-03-22",-15.4301167,28.2455817,1265.7,4.5,"Half-full",18,976.5625,"2019-11-23","Vacuum Tanker"
"222","2017-03-22",-15.4298633,28.2458417,1280.9,0,"Full",14,0,"2017-03-22","Vacuum Tanker"
"223","2017-03-22",-15.4230167,28.2447667,1287.1,4.5,"Empty",14,2511.16071428571,"2024-02-05","Push Cart"
"224","2017-03-22",NA,NA,NA,4.5,"Full",15,234.375,"2017-11-11","Vacuum Tanker"
"225","2017-03-22",-15.4228817,28.2445667,1270.5,4.5,"Almost full",20,439.453125,"2018-06-04","Vacuum Tanker"
"226","2017-03-22",-15.4283933,28.24245,1276.2,4.5,"Half-full",14,1255.58035714286,"2020-08-28","Vacuum Tanker"
"227","2017-03-22",-15.422945,28.2444783,1272.4,0,"Half-full",20,0,"2017-03-22","Vacuum Tanker"
"228","2017-03-22",-15.423225,28.24439,1280.2,4.5,"Half-full",15,1171.875,"2020-06-05","Vacuum Tanker"
"229","2017-03-22",-15.4291767,28.2425667,1276.7,12.5,"Almost empty",27,2712.67361111111,"2024-08-24","Vacuum Tanker"
"230","2017-03-22",-15.4288033,28.24313,1270.8,4.5,"Almost full",20,439.453125,"2018-06-04","Vacuum Tanker"
"231","2017-03-22",-15.4232233,28.2454267,1280.1,4.5,"Full",5,703.125,"2019-02-23","Push Cart"
"232","2017-03-22",-15.42925,28.2428683,1297.5,12.5,"Half-full",9,5425.34722222222,"2032-01-28","Push Cart"
"233","2017-03-22",-15.4285583,28.242235,1278.6,4.5,"Full",10,351.5625,"2018-03-08","Vacuum Tanker"
"234","2017-03-22",-15.4233017,28.2450633,1283,4.5,"Almost empty",14,1883.37053571429,"2022-05-18","Vacuum Tanker"
"235","2017-03-22",-15.4297467,28.2426633,1291.9,4.5,"Half-full",11,1598.01136363636,"2021-08-06","Vacuum Tanker"
"236","2017-03-22",-15.4284567,28.24271,1281.1,4.5,"Empty",5,7031.25,"2036-06-21","Vacuum Tanker"
"237","2017-03-22",-15.43073,28.244985,1295.5,4.5,"Half-full",14,1255.58035714286,"2020-08-28","Vacuum Tanker"
"238","2017-03-22",-15.4303783,28.2448617,1282.2,12.5,"Half-full",14,3487.72321428571,"2026-10-08","Vacuum Tanker"
"239","2017-03-22",-15.429015,28.2433583,1329.6,4.5,"Half-full",231,76.0957792207792,"2017-06-06","Vacuum Tanker"
"240","2017-03-22",-15.4283633,28.2426383,1284.1,0,"Full",14,0,"2017-03-22","Vacuum Tanker"
"241","2017-03-22",-15.4308,28.2445667,1265,0,NA,13,0,"2017-03-22","Vacuum Tanker"
"242","2017-03-22",-15.4307167,28.24474,1288.3,4.5,"Half-full",16,1098.6328125,"2020-03-24","Vacuum Tanker"
"243","2017-03-22",-15.4304033,28.2444417,1279.9,4.5,"Full",36,97.65625,"2017-06-27","Vacuum Tanker"
"244","2017-03-22",-15.4305783,28.2446333,1264.7,4.5,"Half-full",9,1953.125,"2022-07-27","Vacuum Tanker"
"245","2017-03-22",-15.430445,28.2440517,1283.5,4.5,"Half-full",12,1464.84375,"2021-03-25","Vacuum Tanker"
"246","2017-03-23",-15.422845,28.2433783,1277.5,12.5,"Almost empty",13,5634.01442307692,"2032-08-25","Vacuum Tanker"
"247","2017-03-23",-15.4229233,28.24359,1266.7,4.5,"Almost empty",14,1883.37053571429,"2022-05-19","Vacuum Tanker"
"248","2017-03-23",-15.4228067,28.2438483,1059,4.5,"Almost empty",9,2929.6875,"2025-03-30","Vacuum Tanker"
"249","2017-03-23",-15.4229683,28.2440617,1284.8,4.5,"Almost full",4,2197.265625,"2023-03-29","Vacuum Tanker"
"250","2017-03-23",-15.4227683,28.2443467,1265.6,12.5,"Almost empty",28,2615.79241071429,"2024-05-20","Light Truck"
"251","2017-03-23",-15.430625,28.2451983,1292.6,4.5,"Almost full",23,382.133152173913,"2018-04-09","Vacuum Tanker"
"252","2017-03-23",-15.4293817,28.24338,1271.8,4.5,"Almost full",7,1255.58035714286,"2020-08-29","Vacuum Tanker"
"253","2017-03-23",-15.4294417,28.2432633,1266.8,4.5,"Almost empty",21,1255.58035714286,"2020-08-29","Vacuum Tanker"
"254","2017-03-23",-15.4231533,28.2440817,1275.6,12.5,"Half-full",40,1220.703125,"2020-07-25","Vacuum Tanker"
"255","2017-03-23",-15.431015,28.2452367,1268.5,4.5,"Almost full",13,676.081730769231,"2019-01-28","Vacuum Tanker"
"256","2017-03-23",-15.4231,28.24433,1272.5,12.5,"Almost empty",14,5231.58482142857,"2031-07-19","Vacuum Tanker"
"257","2017-03-23",-15.4294983,28.2434733,1269.2,12.5,"Almost full",16,1525.87890625,"2021-05-26","Vacuum Tanker"
"258","2017-03-23",-15.4283867,28.2428467,1233.2,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"259",NA,-15.4230433,28.2433767,1278.9,0,"Almost full",18,0,NA,"Vacuum Tanker"
"260","2017-03-23",-15.4231083,28.2435517,1275.4,4.5,"Almost full",8,1098.6328125,"2020-03-25","Vacuum Tanker"
"261","2017-03-02",-15.423065,28.2438033,1277.1,4.5,"Half-full",13,1352.16346153846,"2020-11-13","Vacuum Tanker"
"262","2017-03-23",-15.4303133,28.2434433,1272.1,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"263","2017-03-23",-15.4232417,28.2435033,1277.8,4.5,"Almost empty",18,1464.84375,"2021-03-26","Light Truck"
"264","2017-03-23",-15.4233167,28.243855,1280.6,4.5,"Half-full",16,1098.6328125,"2020-03-25","Vacuum Tanker"
"265","2017-03-23",-15.42332,28.2437133,1274.7,4.5,"Half-full",8,2197.265625,"2023-03-29","Vacuum Tanker"
"266","2017-03-23",-15.42862,28.2429283,1252.7,4.5,"Half-full",17,1034.00735294118,"2020-01-21","Vacuum Tanker"
"267","2017-03-23",-15.4232183,28.243335,1268.5,0,"Half-full",17,0,"2017-03-23","Vacuum Tanker"
"268","2017-03-23",-15.4302733,28.243505,1296.3,4.5,"Full",14,251.116071428571,"2017-11-29","Vacuum Tanker"
"269","2017-03-23",-15.4233717,28.2442083,1273.3,4.5,"Almost full",14,627.790178571429,"2018-12-10","Vacuum Tanker"
"270","2017-03-23",-15.4298333,28.2430717,1269.8,12.5,"Almost full",0,Inf,NA,"Vacuum Tanker"
"271","2017-03-23",-15.4233283,28.2440283,1278.4,12.5,"Half-full",12,4069.01041666667,"2028-05-13","Vacuum Tanker"
"272","2017-03-23",NA,NA,NA,4.5,"Full",7,502.232142857143,"2018-08-07","Vacuum Tanker"
"273","2017-03-23",-15.4314917,28.2458,1282.2,4.5,"Almost full",14,627.790178571429,"2018-12-10","Vacuum Tanker"
"274","2017-03-23",-15.4233867,28.2446317,1266.8,4.5,"Half-full",9,1953.125,"2022-07-28","Vacuum Tanker"
"275","2017-03-23",-15.4234567,28.2449483,1280,4.5,"Almost full",6,1464.84375,"2021-03-26","Light Truck"
"276","2017-03-23",-15.4234067,28.24445,1268.1,4.5,"Half-full",26,676.081730769231,"2019-01-28","Vacuum Tanker"
"277","2017-03-23",-15.4234917,28.245095,1269,12.5,"Half-full",12,4069.01041666667,"2028-05-13","Vacuum Tanker"
"278","2017-03-23",-15.4315267,28.245885,1278,4.5,"Half-full",13,1352.16346153846,"2020-12-04","Vacuum Tanker"
"279","2017-03-23",-15.4303,28.24593,1256.1,4.5,"Half-full",20,878.90625,"2019-08-18","Vacuum Tanker"
"280","2017-03-23",-15.4237033,28.2451217,1283.7,4.5,"Almost full",15,585.9375,"2018-10-29","Vacuum Tanker"
"281",NA,-15.42386,28.2455383,1280.5,0,"Half-full",5,0,NA,"Vacuum Tanker"
"282","2017-03-23",-15.42575,28.2416133,1280.4,4.5,"Half-full",7,2511.16071428571,"2024-02-06","Vacuum Tanker"
"283","2017-03-23",-15.4256267,28.2411067,1287.9,12.5,"Almost full",12,2034.50520833333,"2022-10-17","Vacuum Tanker"
"284","2017-03-23",-15.4240817,28.2447433,1265.6,12.5,"Almost empty",8,9155.2734375,"2042-04-16","Vacuum Tanker"
"285","2017-03-23",-15.424105,28.2454483,1295,4.5,"Almost full",3,2929.6875,"2025-03-30","Vacuum Tanker"
"286","2017-03-23",-15.4261167,28.241705,1277.3,4.5,"Almost full",8,1098.6328125,"2020-03-25","Vacuum Tanker"
"287","2017-03-23",-15.4240283,28.2446617,1274.5,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"288","2017-03-23",-15.425945,28.24108,1285.4,12.5,"Almost full",8,3051.7578125,"2025-07-30","Vacuum Tanker"
"289",NA,-15.4240533,28.2453233,1267,4.5,"Almost full",15,585.9375,NA,"Vacuum Tanker"
"290","2017-03-23",-15.426125,28.2416467,1279.1,4.5,"Almost full",306,28.7224264705882,"2017-04-20","Vacuum Tanker"
"291","2017-03-23",-15.423905,28.2445283,1275.1,4.5,"Half-full",6,2929.6875,"2025-03-30","Vacuum Tanker"
"292","2017-03-23",-15.4241867,28.2451383,1305.2,4.5,"Almost empty",35,753.348214285714,"2019-04-15","Vacuum Tanker"
"293","2017-03-23",-15.4257817,28.24089,1283.2,12.5,"Almost full",9,2712.67361111111,"2024-08-25","Vacuum Tanker"
"294","2017-03-23",-15.4305233,28.2462367,1294.7,12.5,"Half-full",13,3756.00961538462,"2027-07-05","Vacuum Tanker"
"295","2017-03-23",-15.4240317,28.24447,1259.7,4.5,"Almost empty",14,1883.37053571429,"2022-05-19","Vacuum Tanker"
"296","2017-03-23",-15.42421,28.2452383,1271.6,12.5,"Almost empty",14,5231.58482142857,"2031-07-19","Vacuum Tanker"
"297","2017-03-23",-15.4240567,28.2443583,1273.1,4.5,"Almost empty",7,3766.74107142857,"2027-07-15","Vacuum Tanker"
"298","2017-03-23",-15.4265167,28.2408517,1278.8,12.5,"Half-full",6,8138.02083333333,"2039-07-04","Vacuum Tanker"
"299","2017-03-23",-15.4261683,28.240855,1255,4.5,"Almost full",14,627.790178571429,"2018-12-10","Vacuum Tanker"
"300","2017-03-23",-15.42426,28.24556,1291.7,12.5,"Almost full",11,2219.46022727273,"2023-04-20","Vacuum Tanker"
"301","2017-03-23",-15.4261933,28.2412083,1298.7,12.5,"Almost empty",19,3854.85197368421,"2027-10-11","Vacuum Tanker"
"302","2017-03-23",-15.42368,28.2446317,1268.9,4.5,"Half-full",6,2929.6875,"2025-03-30","Vacuum Tanker"
"303","2017-03-23",-15.4236083,28.2444933,1283.7,4.5,"Half-full",8,2197.265625,"2023-03-29","Vacuum Tanker"
"304","2017-03-23",-15.4309117,28.2458833,1272.7,4.5,"Full",13,270.432692307692,"2017-12-18","Vacuum Tanker"
"305","2017-03-23",-15.431135,28.24615,1286.1,4.5,"Half-full",14,1255.58035714286,"2020-08-29","Light Truck"
"306","2017-03-23",-15.4237483,28.2444967,1280.7,4.5,"Almost empty",21,1255.58035714286,"2020-08-29","Vacuum Tanker"
"307","2017-03-23",-15.4267467,28.2408667,1288,4.5,"Half-full",9,1953.125,"2022-07-28","Vacuum Tanker"
"308","2017-03-23",-15.4237783,28.2441967,1264.6,12.5,"Almost empty",28,2615.79241071429,"2024-05-20","Vacuum Tanker"
"309","2017-03-23",-15.4265617,28.241345,1289.2,12.5,"Half-full",35,1395.08928571429,"2021-01-16","Vacuum Tanker"
"310","2017-03-23",-15.4237783,28.2435483,1297.9,4.5,"Half-full",67,262.360074626866,"2017-12-10","Vacuum Tanker"
"311","2017-03-23",-15.426435,28.2415383,1240.1,12.5,"Almost empty",20,3662.109375,"2027-04-02","Vacuum Tanker"
"312","2017-03-23",-15.4267483,28.2410783,1274.6,12.5,"Almost empty",23,3184.44293478261,"2025-12-10","Vacuum Tanker"
"313","2017-03-23",-15.423495,28.2440117,1269,4.5,"Almost full",18,488.28125,"2018-07-24","Vacuum Tanker"
"314","2017-03-23",-15.4266717,28.2414717,1291.2,12.5,"Almost full",12,2034.50520833333,"2022-10-17","Vacuum Tanker"
"315","2017-03-23",-15.4235267,28.2436533,1261.4,4.5,"Almost full",21,418.526785714286,"2018-05-15","Vacuum Tanker"
"316","2017-03-23",-15.4236333,28.2437483,1278,4.5,"Half-full",11,1598.01136363636,"2021-08-07","Vacuum Tanker"
"317","2017-03-23",-15.4239367,28.2436133,1284.8,4.5,"Half-full",54,325.520833333333,"2018-02-11","Vacuum Tanker"
"318","2017-03-23",-15.4237883,28.2439583,1263.8,4.5,"Almost full",12,732.421875,"2019-03-25","Vacuum Tanker"
"319","2017-03-23",-15.4268467,28.24101,1276.5,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"320","2017-03-23",-15.4265567,28.240655,1268.6,4.5,"Almost empty",20,1318.359375,"2020-10-31","Vacuum Tanker"
"321","2017-03-23",-15.423675,28.243645,1270.1,12.5,"Almost empty",9,8138.02083333333,"2039-07-04","Vacuum Tanker"
"322","2017-03-23",-15.4268867,28.2411183,1298.5,4.5,"Almost empty",11,2397.01704545455,"2023-10-15","Vacuum Tanker"
"323",NA,-15.4238733,28.24397,1281,4.5,"Almost full",0,Inf,NA,"Vacuum Tanker"
"324","2017-03-23",-15.4235117,28.2434383,1293.5,12.5,"Half-full",13,3756.00961538462,"2027-07-05","Vacuum Tanker"
"325","2017-03-23",-15.4234683,28.2435,1276.6,4.5,"Half-full",9,1953.125,"2022-07-28","Vacuum Tanker"
"326","2017-03-23",-15.4239167,28.2441683,1274.3,12.5,"Almost full",8,3051.7578125,"2025-07-30","Vacuum Tanker"
"327","2017-03-23",-15.42693,28.2405117,1285.2,4.5,"Almost empty",7,3766.74107142857,"2027-07-15","Vacuum Tanker"
"328","2017-03-23",-15.423985,28.2441967,1272.3,12.5,"Half-full",9,5425.34722222222,"2032-01-29","Vacuum Tanker"
"329","2017-03-23",-15.426815,28.240385,1277.7,12.5,"Half-full",8,6103.515625,"2033-12-07","Vacuum Tanker"
"330","2017-03-23",-15.4233833,28.2432283,1282.3,4.5,"Half-full",18,976.5625,"2019-11-24","Vacuum Tanker"
"331","2017-03-23",-15.4272417,28.2414167,1275.7,12.5,"Half-full",5,9765.625,"2043-12-17","Vacuum Tanker"
"332","2017-03-23",-15.4270967,28.2413183,1282.2,4.5,"Half-full",28,627.790178571429,"2018-12-10","Vacuum Tanker"
"333","2017-03-23",-15.4240233,28.243315,1280.2,12.5,"Almost empty",0,Inf,NA,"Vacuum Tanker"
"334","2017-03-23",-15.4235883,28.24326,1275.3,4.5,"Almost full",4,2197.265625,"2023-03-29","Vacuum Tanker"
"335","2017-03-23",-15.4231017,28.24314,1297.1,0,"Full",17,0,"2017-03-23","Vacuum Tanker"
"336","2017-03-23",-15.4271017,28.24109,1287.8,4.5,"Almost full",10,878.90625,"2019-08-18","Vacuum Tanker"
"337","2017-03-23",-15.4230517,28.2428617,1273.2,4.5,"Almost empty",5,5273.4375,"2031-08-30","Vacuum Tanker"
"338","2017-03-23",-15.4273283,28.240655,1303.2,12.5,"Almost empty",1,73242.1875,"2217-10-03","Vacuum Tanker"
"339","2017-03-23",-15.4269067,28.240415,1280.5,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"340","2017-03-23",-15.4235567,28.2430817,1285.6,12.5,"Almost empty",42,1743.86160714286,"2021-12-30","Vacuum Tanker"
"341","2017-03-23",-15.4232517,28.2431183,1270.4,4.5,"Almost full",25,351.5625,"2018-03-09","Vacuum Tanker"
"342","2017-03-23",-15.427235,28.240495,1304,12.5,"Almost empty",9,8138.02083333333,"2039-07-04","Vacuum Tanker"
"343","2017-03-23",-15.4235183,28.242815,1287.2,4.5,"Almost full",17,517.003676470588,"2018-08-22","Vacuum Tanker"
"344","2017-03-23",-15.423265,28.242815,1283.5,4.5,"Almost full",20,439.453125,"2018-06-05","Vacuum Tanker"
"345","2017-03-23",-15.423465,28.2425967,1273,12.5,"Half-full",18,2712.67361111111,"2024-08-25","Vacuum Tanker"
"346","2017-03-23",-15.4232067,28.2427667,1260.3,12.5,"Almost empty",4,18310.546875,"2067-05-10","Vacuum Tanker"
"347","2017-03-23",-15.43078,28.2475117,1266.4,12.5,"Almost empty",14,5231.58482142857,"2031-07-19","Vacuum Tanker"
"348","2017-03-23",-15.4230967,28.2424783,1292.7,4.5,"Almost full",14,627.790178571429,"2018-12-10","Vacuum Tanker"
"349","2017-03-23",-15.4232567,28.24236,1291.1,4.5,"Almost full",16,549.31640625,"2018-09-23","Vacuum Tanker"
"350","2017-03-23",-15.42297,28.24203,1273.1,0,"Almost empty",9,0,"2017-03-23","Vacuum Tanker"
"351","2017-03-23",-15.4234133,28.2421283,1291.2,4.5,"Almost full",7,1255.58035714286,"2020-08-29","Vacuum Tanker"
"352","2017-03-23",-15.4230167,28.241555,1278.1,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"353","2017-03-23",-15.42341,28.242355,1275.7,4.5,"Almost full",30,292.96875,"2018-01-09","Vacuum Tanker"
"354","2017-03-23",-15.4247733,28.241115,1301.7,12.5,"Half-full",8,6103.515625,"2033-12-07","Vacuum Tanker"
"355","2017-03-23",-15.4231667,28.2418667,1246.4,4.5,"Almost full",20,439.453125,"2018-06-05","Vacuum Tanker"
"356","2017-03-29",-15.4247917,28.2416617,1289.9,12.5,"Half-full",12,4069.01041666667,"2028-05-19","Vacuum Tanker"
"357","2017-03-23",-15.4232383,28.2418883,1273.4,4.5,"Half-full",12,1464.84375,"2021-03-26","Vacuum Tanker"
"358",NA,-15.4247467,28.2412417,1301.1,12.5,"Half-full",40,1220.703125,NA,"Vacuum Tanker"
"359","2017-03-23",-15.4232183,28.242205,1282.8,4.5,"Almost full",12,732.421875,"2019-03-25","Vacuum Tanker"
"360","2017-03-23",-15.42332,28.2418867,1287.4,4.5,"Half-full",4,4394.53125,"2029-04-03","Vacuum Tanker"
"361","2017-03-23",-15.4233283,28.2416917,1270.8,4.5,"Almost full",12,732.421875,"2019-03-25","Vacuum Tanker"
"362","2017-03-23",-15.4250583,28.24213,1279.8,12.5,"Half-full",35,1395.08928571429,"2021-01-16","Vacuum Tanker"
"363",NA,-15.4229283,28.2421967,1395,4.5,"Almost full",18,488.28125,NA,"Vacuum Tanker"
"364","2017-03-23",NA,NA,NA,4.5,"Almost full",8,1098.6328125,"2020-03-25","Vacuum Tanker"
"365","2017-03-23",-15.4253,28.24214,1283.8,0,"Almost full",10,0,"2017-03-23","Vacuum Tanker"
"366","2017-03-23",-15.4252083,28.2415683,1273.3,4.5,"Half-full",10,1757.8125,"2022-01-13","Vacuum Tanker"
"367","2017-03-23",-15.43084,28.2482567,1263.8,4.5,"Almost full",10,878.90625,"2019-08-18","Vacuum Tanker"
"368","2017-03-23",-15.42543,28.24222,1284.3,12.5,"Half-full",16,3051.7578125,"2025-07-30","Vacuum Tanker"
"369","2017-03-23",NA,NA,NA,4.5,"Almost full",55,159.801136363636,"2017-08-29","Vacuum Tanker"
"370","2017-03-23",-15.4253983,28.241475,1267.2,4.5,"Half-full",9,1953.125,"2022-07-28","Vacuum Tanker"
"371","2017-03-23",-15.425445,28.2419633,1278.7,4.5,"Full",10,351.5625,"2018-03-09","Vacuum Tanker"
"372","2017-03-23",-15.42528,28.241735,1272.6,4.5,"Half-full",24,732.421875,"2019-03-25","Vacuum Tanker"
"373","2017-03-23",-15.4237133,28.24199,1287.2,4.5,"Half-full",16,1098.6328125,"2020-03-25","Vacuum Tanker"
"374","2017-03-23",-15.4235783,28.2419333,1276.1,4.5,"Almost full",8,1098.6328125,"2020-03-25","Vacuum Tanker"
"375","2017-03-23",-15.4235283,28.2425533,1354.9,12.5,"Half-full",30,1627.60416666667,"2021-09-05","Vacuum Tanker"
"376","2017-03-23",-15.4253167,28.2411933,1288.7,12.5,"Almost empty",11,6658.38068181818,"2035-06-15","Vacuum Tanker"
"377","2017-03-23",-15.4237367,28.2417217,1296.6,4.5,"Half-full",7,2511.16071428571,"2024-02-06","Vacuum Tanker"
"378","2017-03-23",-15.423635,28.2420633,1281.5,4.5,"Half-full",16,1098.6328125,"2020-03-25","Vacuum Tanker"
"379","2017-03-23",-15.4257517,28.2420633,1278,12.5,"Half-full",18,2712.67361111111,"2024-08-25","Vacuum Tanker"
"380","2017-03-23",-15.425615,28.2419767,1261,12.5,"Almost empty",6,12207.03125,"2050-08-24","Vacuum Tanker"
"381","2017-03-23",-15.4308867,28.248395,1272,12.5,"Full",364,26.8286401098901,"2017-04-18","Vacuum Tanker"
"382","2017-03-23",-15.4237333,28.24258,1312.7,4.5,"Almost full",12,732.421875,"2019-03-25","Vacuum Tanker"
"383","2017-03-23",-15.425345,28.2410933,1279.4,12.5,"Almost empty",9,8138.02083333333,"2039-07-04","Vacuum Tanker"
"384","2017-03-23",-15.423665,28.2425883,1276.1,4.5,"Almost full",6,1464.84375,"2021-03-26","Vacuum Tanker"
"385","2017-03-23",NA,NA,NA,4.5,"Almost full",14,627.790178571429,"2018-12-10","Vacuum Tanker"
"386","2017-03-23",-15.424625,28.2412983,1276.9,4.5,"Almost empty",9,2929.6875,"2025-03-30","Vacuum Tanker"
"387","2017-03-30",-15.4245067,28.2409567,1271.2,4.5,"Almost full",12,732.421875,"2019-04-01","Vacuum Tanker"
"388","2017-03-23",-15.4249517,28.2411417,1272.7,4.5,"Almost empty",10,2636.71875,"2024-06-10","Vacuum Tanker"
"389","2017-03-23",-15.4314667,28.2484583,1277.1,0,"Almost empty",29,0,"2017-03-23","Push Cart"
"390","2017-03-23",-15.4244833,28.2416683,1276.9,12.5,"Full",21,465.029761904762,"2018-07-01","Light Truck"
"391","2017-03-23",-15.4248683,28.242085,1293.1,4.5,"Half-full",19,925.164473684211,"2019-10-04","Vacuum Tanker"
"392","2017-03-23",-15.424485,28.242145,1280,4.5,"Half-full",9,1953.125,"2022-07-28","Vacuum Tanker"
"393","2017-03-23",-15.4249683,28.24106,1283.1,4.5,"Half-full",12,1464.84375,"2021-03-26","Vacuum Tanker"
"394","2017-03-23",-15.4242983,28.2422333,1183.7,4.5,"Half-full",13,1352.16346153846,"2020-12-04","Vacuum Tanker"
"395","2017-03-24",-15.4314983,28.2489433,1269.2,4.5,"Half-full",26,676.081730769231,"2019-01-29","Vacuum Tanker"
"396","2017-03-24",-15.4240717,28.2414167,1291,4.5,"Half-full",13,1352.16346153846,"2020-12-05","Vacuum Tanker"
"397","2017-03-24",NA,NA,NA,4.5,"Almost full",15,585.9375,"2018-10-30","Vacuum Tanker"
"398","2017-03-24",-15.4239433,28.2412333,1269.8,12.5,"Half-full",17,2872.24264705882,"2025-02-02","Vacuum Tanker"
"399","2017-03-24",-15.423855,28.241265,1275.9,4.5,"Almost full",8,1098.6328125,"2020-03-26","Vacuum Tanker"
"400","2017-03-24",-15.4237267,28.2429583,870.6,4.5,"Half-full",5,3515.625,"2026-11-07","Vacuum Tanker"
"401","2017-03-24",-15.4242833,28.2431517,1277.3,4.5,"Almost full",11,799.005681818182,"2019-06-01","Vacuum Tanker"
"402","2017-03-24",-15.4244433,28.2431533,1271.8,4.5,"Almost full",10,878.90625,"2019-08-19","Vacuum Tanker"
"403","2017-03-24",-15.4242833,28.24138,1265,4.5,"Half-full",19,925.164473684211,"2019-10-05","Vacuum Tanker"
"404","2017-03-24",-15.4314067,28.2491367,1286.4,12.5,"Almost empty",20,3662.109375,"2027-04-03","Vacuum Tanker"
"405","2017-03-24",-15.4238783,28.2419083,1276.7,4.5,"Half-full",15,1171.875,"2020-06-07","Vacuum Tanker"
"406","2017-03-24",-15.4240733,28.243405,1252.9,4.5,"Half-full",16,1098.6328125,"2020-03-26","Vacuum Tanker"
"407","2017-03-24",-15.4244433,28.2433633,1267.2,4.5,"Almost full",12,732.421875,"2019-03-26","Light Truck"
"408","2017-03-24",-15.4239383,28.241525,1269.9,4.5,"Almost full",30,292.96875,"2018-01-10","Vacuum Tanker"
"409","2017-03-24",-15.4242667,28.241575,1277.7,4.5,"Half-full",7,2511.16071428571,"2024-02-07","Light Truck"
"410","2017-03-24",-15.4242083,28.24167,1245.7,4.5,"Half-full",8,2197.265625,"2023-03-30","Vacuum Tanker"
"411","2017-03-24",-15.4240867,28.2435567,1264.8,4.5,"Almost full",8,1098.6328125,"2020-03-26","Vacuum Tanker"
"412","2017-03-24",-15.4241683,28.2419067,1269.1,4.5,"Almost full",9,976.5625,"2019-11-25","Vacuum Tanker"
"413","2017-03-24",-15.4241183,28.2436783,1279.1,4.5,"Almost full",24,366.2109375,"2018-03-25","Vacuum Tanker"
"414","2017-03-24",-15.4240967,28.242355,1274.1,4.5,"Almost full",13,676.081730769231,"2019-01-29","Vacuum Tanker"
"415","2017-03-24",-15.4242417,28.2440533,1275.4,4.5,"Almost empty",8,3295.8984375,"2026-04-01","Vacuum Tanker"
"416","2017-03-24",-15.4242283,28.24439,1272,4.5,"Half-full",7,2511.16071428571,"2024-02-07","Vacuum Tanker"
