"latitude","longitude","altitude"
-15.4329483,28.249235,1287.5
-15.44085,28.2380533,1275.1
-15.4378933,28.2497967,1294.3
-15.441405,28.23815,1275.7
-15.4412367,28.2379967,1273.8
-15.4409517,28.2380867,1276.1
-15.4380883,28.2496367,1279.5
-15.4406983,28.2380433,1280.6
-15.4407167,28.2378833,1283.7
-15.4413633,28.2377883,1277.2
-15.440645,28.2377167,1281.5
-15.4383933,28.2491633,1280.4
-15.4406167,28.2375867,1277.9
-15.4385633,28.2488667,1280.6
-15.4410767,28.2373117,1277.2
-15.4379433,28.2489583,1267.8
-15.4405533,28.237085,1263.4
-15.4385083,28.2486233,1288.3
-15.4409017,28.23706,1302.3
NA,NA,NA
-15.4407983,28.2370217,1274.3
-15.4387717,28.248825,1281
-15.4397433,28.2493333,1278.9
NA,NA,NA
-15.438335,28.2497583,1282.2
-15.4407333,28.238815,1281.7
-15.4410817,28.2386567,1269.5
-15.4393133,28.249465,1292.3
-15.44089,28.2388683,1280.2
-15.438595,28.2500833,1283.4
-15.4393567,28.2498033,1276.1
-15.44157,28.2388483,1277.6
-15.4414733,28.2387533,1295.9
-15.438575,28.2497133,1279.2
-15.44108,28.2393033,1311.4
-15.438545,28.2493583,1278.4
-15.4413267,28.238805,1293.8
-15.4416583,28.23909,1291
-15.4387033,28.2496567,1277.6
-15.43841,28.2496117,1275.8
-15.44129,28.238975,1296.3
-15.4415433,28.2392,1270
-15.438435,28.249525,1274.7
NA,NA,NA
-15.44142,28.23943,1296
-15.4417217,28.239375,1282.1
NA,NA,NA
-15.43904,28.24947,1280.2
-15.43827,28.2499033,1279.2
-15.441155,28.239165,1259.6
NA,NA,NA
-15.43808,28.2502417,1281
-15.4388083,28.24972,1275
-15.4381417,28.25034,1284.3
-15.43822,28.2506117,1285.2
-15.4322983,28.2498217,1255.4
-15.43166,28.249885,1272.5
-15.4386017,28.2507383,1271.5
-15.4320467,28.2500667,1271.7
-15.4317983,28.2501217,1248.8
-15.4321833,28.2497317,1274.4
-15.4319367,28.2498617,1275.9
-15.4317067,28.2497083,1283.5
-15.4319717,28.2496283,1265.8
-15.4318217,28.249595,1279.9
-15.431765,28.24972,1294.9
-15.443915,28.241095,1273.3
-15.4440367,28.2408483,1264.6
-15.443655,28.2410133,1264.8
-15.443465,28.2410883,1265.2
NA,NA,NA
-15.4400667,28.252335,1273.8
-15.44381,28.2413033,1253.9
-15.4438267,28.2409383,1270.3
-15.4402733,28.2531183,1267.5
NA,NA,NA
-15.440025,28.2524367,1274
-15.432185,28.2493233,1277.2
-15.4402217,28.2529417,1239.5
-15.4442817,28.2398017,1260.1
-15.4316533,28.249535,1277
NA,NA,NA
-15.4433433,28.24113,1285
-15.4323333,28.2492117,1280.4
-15.4440933,28.2397183,1275.6
-15.4321867,28.2493217,1266.1
-15.4402,28.2524667,1271.5
-15.4319267,28.2493067,1272.4
-15.44365,28.239835,1275.5
-15.4316133,28.249215,1274.1
-15.4325283,28.2492133,1284.9
NA,NA,NA
-15.443705,28.2395783,1278.9
-15.43196,28.2489867,1277.2
-15.4401983,28.2526583,1269.4
-15.4317817,28.2487617,1277.5
-15.43238,28.2486683,1273.8
-15.4403833,28.2530183,1274.6
NA,NA,NA
-15.4317917,28.248535,1287.3
-15.4319583,28.2488283,1277
-15.4435217,28.2399683,1282.4
-15.4406217,28.2527333,1281.2
-15.4318533,28.248375,1277
-15.4403083,28.252245,1278.3
-15.4407417,28.2526117,1280.6
-15.432045,28.2483233,1278.8
-15.4406933,28.25217,1276.9
NA,NA,NA
-15.443505,28.2402667,1245.6
-15.43224,28.24816,1282.8
-15.4328317,28.2475933,1284.6
-15.4323767,28.2480133,1271.8
-15.4328083,28.2478467,1289.7
-15.4326417,28.24788,1272
-15.4435133,28.2406583,1272.8
-15.4405433,28.2524783,1292.3
-15.439605,28.2523383,1279
-15.432445,28.248725,1289.2
-15.432885,28.2485783,1285
-15.4428367,28.2393667,1285.9
NA,NA,NA
-15.4328133,28.2487567,1278.5
-15.4325817,28.2487083,1270.4
-15.43298,28.24877,1286.5
-15.4398483,28.2522633,1275.7
-15.432945,28.2490033,1284.2
-15.4427983,28.2395783,1278.7
-15.4397267,28.2520367,1269.9
-15.4333883,28.2488683,1281
-15.4340583,28.248655,1270.8
NA,NA,NA
-15.43373,28.24847,1285.1
-15.4429583,28.2398117,1272.4
-15.4428267,28.2397683,1290.1
-15.433425,28.2485983,1279.5
NA,NA,NA
-15.433145,28.24867,1303.2
-15.439465,28.2520483,1293.6
-15.442755,28.2398967,1280
-15.4333733,28.2483983,1272.4
-15.4396333,28.2511233,1272
-15.439435,28.2520617,1271
-15.4426083,28.240465,1264.8
-15.4329733,28.2485617,1306
-15.43941,28.2508967,1288
-15.4423833,28.2402533,1294.8
-15.4337633,28.2481417,1270.2
-15.434075,28.2478783,1278.6
NA,NA,NA
-15.4423917,28.2397133,1275.7
-15.4392083,28.2516217,1286.9
-15.4333,28.248045,1271.8
-15.4336717,28.2482367,1286.8
-15.442535,28.2399317,1287.3
-15.4341733,28.2478667,1272.5
NA,NA,NA
-15.4389117,28.2515217,1265.3
-15.4392733,28.251205,1281.2
-15.4332533,28.2479283,1282.5
-15.4334633,28.2481117,1281.1
-15.4337333,28.2477883,1279.9
-15.43906,28.2512517,1287.9
-15.441865,28.239055,1280.3
-15.43355,28.2480467,1284.2
-15.4421317,28.23997,1281.6
NA,NA,NA
-15.43907,28.25072,1281.5
-15.4332267,28.2473867,1283.2
-15.4330683,28.2474117,1276.9
-15.43379,28.2477133,1276.4
-15.4387933,28.2511783,1277
-15.4340017,28.246715,1279
-15.4337217,28.248045,1266.1
-15.4332367,28.2472733,1276.4
-15.442215,28.239655,1284.7
-15.43377,28.2475717,1288.3
-15.4418817,28.2396083,1269.5
-15.4328283,28.2474167,1287.8
-15.43339,28.247295,1280.6
-15.4337333,28.2468367,1281.2
-15.4390567,28.2505733,1283.3
-15.44214,28.2394033,1286.4
-15.43864,28.2506883,1284.2
-15.4335633,28.2477,1284.3
-15.4416817,28.2395133,1266.4
-15.4337567,28.2474633,1267.2
NA,NA,NA
-15.4334117,28.2469367,1279.2
-15.4334133,28.2476033,1280.3
-15.4418783,28.2397717,1287
-15.4336783,28.247465,1266.9
-15.442105,28.2394367,1287.9
-15.433035,28.2475867,1282.5
-15.4389283,28.250285,1291.4
-15.4334883,28.2475467,1276
-15.4333517,28.2476917,1281.1
NA,NA,NA
-15.4336683,28.2472217,1276.2
-15.4333717,28.2469967,1280.8
-15.4397083,28.249885,1293.7
-15.4408583,28.2393183,1274.3
-15.44094,28.2394617,1272
NA,NA,NA
-15.4393333,28.2500433,1264.4
-15.440865,28.2400217,1287.7
-15.4400383,28.24945,1277.4
-15.441045,28.2400733,1271.5
-15.4415717,28.24,1279.5
-15.441575,28.2408033,1280
NA,NA,NA
-15.42984,28.247135,1275
-15.4418633,28.2423783,1275.4
-15.4398833,28.2500633,1286.6
-15.43961,28.2499867,1297.7
NA,NA,NA
-15.441735,28.2416983,1297.6
-15.4419783,28.24041,1288.4
-15.4419317,28.2423017,1283.4
-15.4421583,28.2408517,1280.5
-15.442135,28.2421117,1295.6
-15.4424883,28.2410133,1278.7
-15.4421033,28.2417233,1280.3
-15.4425717,28.2410117,1276.6
-15.4426867,28.2407217,1280
-15.4424617,28.2406517,1282.2
-15.4420467,28.2412183,1286.3
-15.4425767,28.2405967,1284.6
-15.4424367,28.2414067,1285.7
-15.4345367,28.248635,1272
-15.442315,28.2413383,1285.4
-15.43463,28.2484617,1280.7
-15.4346317,28.248015,1255
-15.43475,28.2481317,1274
-15.442195,28.2404367,1280.5
-15.4344567,28.24842,1277
-15.43442,28.2479633,1290.1
-15.441855,28.2398733,1288.7
-15.4347033,28.24796,1280.7
-15.434535,28.2477167,1293.3
-15.4420483,28.240165,1284.2
-15.4347333,28.2474983,1290.5
-15.4345633,28.2475967,1270.2
-15.4346067,28.2467067,1271
-15.4349483,28.24741,1288.1
-15.4344017,28.2467317,1272.6
-15.4348783,28.2470683,1257.8
-15.434695,28.2464933,1275.7
-15.4348967,28.2462483,1286.1
-15.435125,28.246145,1283.1
-15.4350833,28.24711,1262.7
-15.443715,28.2432283,1283.5
-15.4432533,28.2432867,1273.8
-15.4431417,28.2434667,1276.9
-15.4429883,28.2410433,1279.3
-15.4430283,28.2433883,1278.6
-15.4427833,28.240995,1280.5
-15.4430367,28.243185,1278.3
-15.4351817,28.2490383,1276.5
-15.44284,28.2413117,1281.9
-15.43785,28.24817,1274.6
-15.4381283,28.2484467,1281.3
NA,NA,NA
-15.443225,28.2431517,1274.8
-15.4433183,28.24284,1273.8
-15.44264,28.2413867,1291.8
NA,NA,NA
NA,NA,NA
-15.435155,28.2496667,1278.5
-15.4352233,28.2487217,1268.9
-15.43792,28.2476367,1280.6
-15.442335,28.2413267,1277
-15.43813,28.2480717,1280.2
-15.4427883,28.24147,1272.4
-15.4432833,28.242555,1257.3
NA,NA,NA
-15.4354717,28.248905,1283.2
-15.4353417,28.2487083,1272.9
-15.4351983,28.249515,1274.5
-15.4429967,28.241605,1282.8
NA,NA,NA
-15.4383267,28.24783,1273.5
-15.4354833,28.2486083,1277.9
-15.4357033,28.2496167,1291.2
-15.43524,28.2496667,1264.2
-15.4431317,28.2423317,1276.5
-15.4426517,28.241805,1291.5
-15.4383283,28.24725,1273.6
-15.4357017,28.2487667,1276.8
-15.4429983,28.242535,1272.1
-15.44284,28.2428433,1280.2
-15.4384167,28.2468067,1271.7
NA,NA,NA
-15.4358617,28.2485267,1271.3
-15.4362433,28.249335,1273.2
-15.438035,28.246705,1277.4
-15.4428783,28.24244,1285.3
-15.4428617,28.2424383,1286.5
-15.4359517,28.248805,1284.3
-15.4362983,28.2488883,1277.1
-15.4430483,28.242195,1275.7
-15.4415433,28.2430367,1288.5
-15.43824,28.2464317,1269.7
-15.4425667,28.2422833,1298.4
-15.436295,28.248915,1272.3
-15.4386,28.245835,1284
-15.4413467,28.2430083,1266
-15.43629,28.249125,1279.2
-15.4383667,28.2468083,1287.4
NA,NA,NA
-15.436745,28.2488483,1278.4
-15.441405,28.2421133,1288.5
-15.441505,28.2423933,1277.7
NA,NA,NA
-15.4430333,28.2417867,1270.8
-15.441515,28.24177,1289.1
-15.4431383,28.2417667,1278
-15.4433017,28.2418517,1252.5
-15.43498,28.2485217,1280.7
NA,NA,NA
-15.443405,28.241805,1290.7
-15.4412433,28.2407017,1278.7
-15.4383483,28.245795,1277.4
-15.4384667,28.2452767,1261.9
-15.4351083,28.248185,1292.5
-15.44345,28.2418567,1282.9
NA,NA,NA
NA,NA,NA
-15.4384083,28.24562,1259.9
-15.4411517,28.24015,1279.3
-15.4350467,28.24786,1270.9
-15.4352267,28.2480133,1287.7
-15.440905,28.24075,1284.3
-15.443625,28.242535,1274.4
-15.434905,28.2478667,1266.4
-15.43491,28.2476733,1290.7
NA,NA,NA
-15.4383717,28.2453867,1286.7
-15.441,28.2412433,1280.8
-15.4349967,28.24722,1293.7
-15.43484,28.247335,1272.4
-15.434795,28.2476317,1273.9
-15.4411217,28.241755,1293.3
-15.4434383,28.2433283,1271
-15.4383883,28.2441733,1281.8
-15.4437533,28.2434533,1278.1
-15.4347633,28.2468433,1303.9
-15.4350217,28.2470617,1290.9
-15.4379283,28.2442983,1279.9
-15.438225,28.2447183,1273.3
-15.4412883,28.24236,1280.8
-15.43571,28.247565,1283.5
-15.4435667,28.24378,1274.4
-15.4435067,28.24385,1284.7
-15.4416117,28.24338,1286.7
-15.4434167,28.2437217,1278.8
-15.435895,28.2470017,1275.4
-15.437905,28.2416333,1290.5
-15.4379417,28.241795,1285.6
-15.4351,28.2466633,1295.3
-15.442395,28.2427117,1275.6
-15.44324,28.24388,1288.8
NA,NA,NA
-15.4381333,28.2421117,1278.8
-15.4433917,28.2440817,1273.6
-15.443515,28.2437083,1271.3
-15.435365,28.2466717,1279
-15.4354283,28.24639,1288.5
NA,NA,NA
-15.44263,28.24247,1286.8
-15.4351333,28.2471017,1288.4
NA,NA,NA
-15.4351367,28.2472633,1287.3
-15.4351167,28.246995,1185.4
NA,NA,NA
-15.4351333,28.2473967,1284.3
-15.4358433,28.2469233,1287
NA,NA,NA
-15.4381217,28.2424183,1277.4
-15.4431433,28.243905,1061.4
-15.435295,28.2473467,1276.5
-15.4422333,28.2431117,1270.9
NA,NA,NA
-15.442095,28.243075,1293.1
NA,NA,NA
-15.4361917,28.24738,1279.4
-15.43829,28.2426117,1287.2
-15.4358667,28.2477317,1285.2
-15.4364083,28.2474167,1270.7
-15.4420167,28.24453,1264.3
-15.4359817,28.2475033,1291.2
-15.4413117,28.2442283,1272.4
-15.4383667,28.242865,1272.2
-15.4419767,28.24416,1264.5
-15.436085,28.247945,1285
-15.4365117,28.2478683,1273.2
NA,NA,NA
-15.4381883,28.2431233,1281.8
-15.4407917,28.2445767,1285.1
-15.436215,28.2478683,1281.2
-15.4364667,28.2481933,1284.3
-15.4380917,28.2429633,1289.9
-15.442555,28.2440017,1262.3
-15.4404083,28.2449367,1278.2
-15.4368533,28.2482017,1317
-15.4357917,28.24797,1261.2
NA,NA,NA
-15.4363533,28.248395,1269.7
-15.4412817,28.2455983,1270.1
-15.4380017,28.2429733,1277.9
-15.4367567,28.248515,1304.6
-15.4413083,28.24585,1284.9
-15.4390433,28.2424633,1277.1
-15.43563,28.2479467,1280
-15.4367767,28.2485067,1286.7
NA,NA,NA
-15.4378917,28.2430733,1266.4
-15.4358733,28.2482383,1246.8
NA,NA,NA
-15.4422633,28.2450183,1281.4
-15.4384133,28.2423533,1277.1
-15.44168,28.24566,1290.3
-15.4356683,28.24851,1293.8
-15.43598,28.248425,1288.9
-15.441785,28.2457067,1297.7
-15.4423983,28.24509,1284.2
-15.441745,28.24555,1291.4
-15.4385317,28.24317,1286.5
-15.4421667,28.2451233,1289.2
-15.4382833,28.2421983,1280.9
-15.4419133,28.2449167,1278.8
-15.4353583,28.24831,1287.1
-15.43516,28.2485083,1282.8
NA,NA,NA
-15.434995,28.2484817,1294.8
-15.4426917,28.2450383,1278.9
-15.442785,28.243125,1281.5
-15.4385767,28.2433633,1283.7
-15.44058,28.2465217,738.6
-15.4419233,28.246005,1286
-15.4415567,28.2451017,1286.5
NA,NA,NA
-15.438115,28.2436733,1287.6
-15.44248,28.24485,1243.7
-15.4389867,28.24304,1281.8
-15.4416983,28.2449367,1280.7
-15.4384533,28.24392,1285.1
-15.4390183,28.243295,1281
-15.441735,28.2450683,1272.8
-15.442925,28.2446217,1264
-15.4415167,28.2446883,1284
-15.439,28.24327,1280.2
NA,NA,NA
-15.4419,28.2454367,1273.3
-15.43846,28.2439,1281.1
-15.442685,28.2412383,1282.9
-15.44288,28.24187,1278.3
-15.442165,28.2421433,1286.7
-15.4420467,28.245555,1279.7
-15.4418433,28.2452683,1283.9
-15.4417583,28.2455,1273.6
-15.4388283,28.2430983,1280.6
NA,NA,NA
NA,NA,NA
-15.4323683,28.2467383,1265.3
-15.4318217,28.24714,1265.9
-15.4322733,28.2472483,1275.5
-15.4322933,28.2474383,1295.1
-15.4393817,28.2415233,1261.3
-15.4392933,28.2417583,1261.3
-15.439345,28.2418217,1258
-15.4409283,28.2486533,1275.2
-15.439535,28.2417033,1272.4
-15.4406383,28.2487117,1274.3
NA,NA,NA
NA,NA,NA
-15.4396083,28.241985,1271.6
-15.440645,28.24903,1280.1
-15.4433983,28.2449133,1265.4
NA,NA,NA
-15.4395217,28.2422017,1281.2
NA,NA,NA
-15.4323283,28.2458433,1166.6
-15.4321333,28.2463083,1276.7
-15.4397617,28.242605,1279.3
-15.4326383,28.2457,1275
-15.440265,28.249295,1276.9
NA,NA,NA
-15.4319667,28.2462867,1274.4
-15.4395983,28.242835,1282
NA,NA,NA
-15.4329817,28.2452233,1269.2
-15.4323833,28.2455517,1275.9
-15.4400683,28.2490967,1275.3
-15.43241,28.2452267,1277.2
-15.4396033,28.2426983,1276
-15.4426783,28.2455017,1261.1
NA,NA,NA
-15.4329267,28.245225,1278.5
-15.43224,28.2454,1276.1
-15.4321417,28.2457133,1288.8
-15.4319733,28.2458333,1281.9
-15.44031,28.248945,1270.7
NA,NA,NA
-15.439815,28.2483367,1277.3
-15.43976,28.2435583,1276.6
-15.4322367,28.2456933,1282.7
-15.4416883,28.2459017,1277.7
-15.4403167,28.2488583,1275
-15.4402717,28.2434367,1277.3
NA,NA,NA
-15.4316333,28.24545,1275.8
-15.440235,28.2484267,1279.1
-15.4401717,28.24366,1278.7
-15.441355,28.24598,1282.2
-15.44016,28.2482,1276.9
-15.4399083,28.24318,1281.7
NA,NA,NA
-15.440105,28.24773,1279.5
-15.4399567,28.2436517,1283.9
NA,NA,NA
-15.4405033,28.2434233,1286
-15.440375,28.2435233,1249.7
-15.4405567,28.2478767,1275.1
-15.4421583,28.246405,1281.8
-15.4427083,28.2464417,1272.2
-15.431775,28.2446517,1279.9
-15.440615,28.2482283,1287.8
-15.4406117,28.2434433,1285.6
-15.4318633,28.243975,1252.1
NA,NA,NA
-15.4427767,28.2461733,1279.5
-15.44015,28.2430183,1278.2
-15.4405783,28.24748,1272.5
-15.43251,28.2446317,1278.1
-15.4323167,28.2442367,1288.9
-15.4431683,28.2460133,1282.1
-15.4406033,28.2432283,1283.3
-15.432525,28.244135,1289.3
NA,NA,NA
-15.4327417,28.2440167,1273
-15.440805,28.2470217,1286.5
-15.4322167,28.244935,1279.3
-15.440885,28.2474717,1266.8
NA,NA,NA
-15.4407583,28.2430833,1279.8
-15.4323767,28.2448817,1280.1
-15.4414533,28.2475367,1283.4
-15.43224,28.245145,1279.1
NA,NA,NA
-15.4437317,28.2449,1284.8
NA,NA,NA
-15.443645,28.2445217,1268.1
NA,NA,NA
-15.4410217,28.243355,1300.7
-15.4440667,28.24478,1277.6
-15.4414033,28.248255,1276.8
-15.441195,28.2477517,1282
NA,NA,NA
-15.4413733,28.2462483,1270
-15.433,28.24498,1285.4
-15.4410417,28.2429767,1275.5
-15.4325817,28.2446533,1278.2
-15.4409567,28.242815,1296.1
-15.441315,28.2462983,1260.6
NA,NA,NA
-15.4326867,28.244505,1276.4
NA,NA,NA
-15.4395517,28.24804,1279.4
-15.43321,28.2446833,1271.4
-15.4407167,28.242375,1288.5
NA,NA,NA
-15.44194,28.2468617,1276.4
-15.4333233,28.24437,1277.9
-15.4329517,28.2441967,1271.7
-15.4401133,28.242355,1284.2
NA,NA,NA
-15.4332833,28.24459,1266.9
-15.4398083,28.24248,1286.7
-15.4334983,28.244265,1274.1
-15.4402117,28.242405,1273.5
-15.4399917,28.2477267,1268.5
-15.440895,28.2464767,1288.6
NA,NA,NA
-15.441175,28.24612,1277.3
-15.4332383,28.2445267,1283.1
-15.4397983,28.2422533,1265.3
-15.4332833,28.2440367,1278.1
NA,NA,NA
-15.44003,28.2419583,1270.8
-15.4328017,28.2439517,1288
-15.4409167,28.2465567,1281.5
NA,NA,NA
-15.4418467,28.2475867,1279
-15.439705,28.2417083,1275.1
-15.4401217,28.241685,1288.7
-15.4404067,28.246995,1277.2
-15.4405467,28.2467083,1289.2
-15.4424317,28.245655,1276.9
-15.44328,28.2455333,1290
-15.4405617,28.241335,1277.4
-15.4403933,28.24143,1268.7
NA,NA,NA
-15.4408133,28.2414,1277.9
NA,NA,NA
-15.440835,28.2417517,1273.7
-15.4406783,28.241905,1276.6
NA,NA,NA
-15.44058,28.24208,1282.8
-15.4405383,28.2420417,1281.3
NA,NA,NA
-15.4400533,28.244125,1239.6
-15.44019,28.2440567,1241.1
-15.4404633,28.2440067,1257.7
-15.4407767,28.2439583,1247.6
-15.4404433,28.2443117,1274.1
-15.4400617,28.2444567,1275.4
-15.4401167,28.2444017,1275.3
NA,NA,NA
NA,NA,NA
-15.4398083,28.2440383,1269.6
-15.43963,28.24405,1276.7
NA,NA,NA
-15.43907,28.2440567,1271.4
-15.4388633,28.2441583,1276.9
NA,NA,NA
-15.4387267,28.2443733,1276.7
-15.4400967,28.2368367,1275.7
-15.4404033,28.237355,1282.8
-15.4386517,28.2442083,1273.9
NA,NA,NA
NA,NA,NA
-15.440005,28.2373783,1278.5
-15.4388767,28.244695,1278.8
-15.4391383,28.24528,1279.3
-15.44021,28.2375533,1288.2
-15.4394317,28.2366067,1279.6
-15.4399717,28.237455,1270.8
-15.4394533,28.2450733,1279.1
NA,NA,NA
-15.44015,28.2376717,1282
-15.4388283,28.2365233,1270.6
NA,NA,NA
-15.4387217,28.2364117,1277.1
-15.4399583,28.23762,1284.4
-15.438855,28.2366583,1278.7
-15.43967,28.2447417,1277.4
-15.4398083,28.237675,1282.6
NA,NA,NA
-15.4386817,28.236435,1279.2
-15.439865,28.237375,1282.9
-15.4397833,28.2374517,1288
-15.4396083,28.2445,1288.1
NA,NA,NA
-15.4338817,28.24589,1224.8
-15.4396517,28.2375467,1288.7
-15.4338983,28.2462283,1299.6
NA,NA,NA
-15.4396533,28.2373267,1264.3
-15.4382683,28.2361967,1282.5
-15.43366,28.2461717,1296.1
NA,NA,NA
-15.43957,28.2376517,1286.4
-15.4334217,28.2463383,1284
-15.4395517,28.23726,1287
-15.4338183,28.24656,1288.8
-15.43354,28.24583,1273.1
-15.4401017,28.2449283,1280.5
-15.4383783,28.2366567,1260.7
NA,NA,NA
-15.43986,28.2450467,1293.8
-15.4335967,28.24633,1279.3
-15.4393767,28.2375483,1289.2
-15.4330467,28.2455467,1278.8
-15.4332333,28.24582,1271.2
-15.433465,28.2465033,1278.9
-15.4391567,28.23761,1284.5
-15.4330167,28.2455717,1276.8
-15.43337,28.2466767,1289.7
-15.4396867,28.2454283,1265.3
-15.4393783,28.2376967,1290.1
-15.4392667,28.24548,1276.2
NA,NA,NA
-15.4330183,28.246855,1294.1
-15.4391483,28.245785,1257.5
-15.4327183,28.2467317,1281.1
-15.4392233,28.24568,1263.7
NA,NA,NA
-15.4331083,28.2452483,1264.1
-15.4391767,28.23699,1275.1
-15.439155,28.2373083,1289.9
-15.4389517,28.2374817,1283.9
-15.4325717,28.2466533,1284.6
-15.4326933,28.2459217,1229
-15.433305,28.24529,1271.7
-15.4390167,28.2373167,1289.9
-15.4396983,28.2456683,1257.6
NA,NA,NA
-15.43896,28.2375217,1283.5
-15.439735,28.245765,1271.9
-15.432455,28.246605,1282.5
-15.4394267,28.236905,1265.7
-15.432455,28.2461283,1268.2
-15.4332683,28.2451333,1291.5
-15.4395633,28.23681,1276.2
-15.432345,28.2464217,1284.6
-15.4325367,28.2461267,1223.8
-15.4389667,28.2377033,1282
-15.4387033,28.2374083,1284.8
-15.4393783,28.24671,1266.7
-15.439935,28.2370283,1274.4
NA,NA,NA
-15.4400333,28.2369867,1268.4
-15.4391417,28.24683,1260.1
-15.4333183,28.244845,1268.3
-15.4338233,28.24525,1283.5
-15.438925,28.2469917,1284.2
-15.4386467,28.23751,1278.1
NA,NA,NA
-15.43396,28.24559,1268.5
-15.4336167,28.2447283,1286.1
-15.4399967,28.238095,1277.8
-15.438645,28.2469617,1254.3
NA,NA,NA
-15.4383167,28.23761,1281
-15.434085,28.2455117,1269.6
-15.4339417,28.2451817,1278.4
-15.4383517,28.237425,1276.6
-15.43355,28.24453,1270.4
-15.440205,28.238705,1274.2
-15.4385683,28.2476067,1277.5
-15.438625,28.2473583,1259.7
-15.43357,28.2448633,1293.9
-15.43833,28.2377833,1267.5
-15.4337883,28.2445533,1270.2
-15.4342133,28.2454083,1269.5
-15.440165,28.2384733,1273.5
-15.4387883,28.246765,1280.7
NA,NA,NA
-15.43825,28.2378633,1272.3
NA,NA,NA
-15.434185,28.2449,1280.6
-15.4399917,28.2383617,1269.1
-15.4339783,28.2449167,1281.7
-15.4384883,28.2379983,1274.9
-15.439875,28.23847,1271.3
-15.438435,28.2378267,1254.3
-15.4340667,28.2449917,1290.3
-15.438665,28.2464367,1280.7
-15.4343867,28.245005,1279.2
-15.434625,28.2451933,1274.2
-15.4389717,28.2460417,1279.9
NA,NA,NA
-15.4401633,28.2379783,1282.1
-15.4383567,28.2381483,1271.3
-15.4344783,28.2453383,1284.5
-15.4386367,28.2378933,1271.9
-15.440255,28.2381433,1288.5
-15.4389467,28.2455583,1275.9
-15.43879,28.2377333,1271.4
-15.4385117,28.2382833,1275.2
-15.4403017,28.2379933,1277.6
-15.438835,28.2379183,1275.4
-15.4388067,28.23802,1275
NA,NA,NA
-15.4388783,28.2381233,1282
-15.4391683,28.2378667,1279.5
-15.4389517,28.2379933,1286.5
-15.4399283,28.23774,1276.8
-15.439415,28.2379883,1277.8
-15.4395333,28.2379333,1281.9
-15.4394,28.23804,1272.9
-15.4394417,28.2380567,1267.1
-15.43926,28.2382867,1264.1
-15.4395483,28.238135,1263.5
-15.4398033,28.2382,1263.7
-15.439225,28.238575,1283
-15.439795,28.23847,1277.8
NA,NA,NA
NA,NA,NA
-15.4400333,28.2386933,1278.3
-15.4390433,28.2387367,1276.5
-15.43841,28.2386583,1282.2
-15.4394633,28.2386817,1278.4
-15.4396283,28.2386833,1275.2
-15.4398167,28.23907,1273.8
-15.4399283,28.239005,1269
-15.4399617,28.2389467,1265.8
-15.440325,28.2391533,1270.6
-15.44022,28.238925,1273.6
-15.4404583,28.2389733,1267.6
-15.44064,28.2388783,1272.8
-15.43418,28.24582,1269.1
-15.434775,28.2455317,1274.8
NA,NA,NA
-15.4345717,28.2456417,1262.6
NA,NA,NA
-15.4348483,28.2458083,1247.1
-15.4340567,28.246295,1290.9
-15.434395,28.245695,1274.7
-15.4341017,28.246465,1292.5
-15.43509,28.2457967,1256.6
-15.43476,28.2461333,1288.8
-15.4343667,28.246165,1270
-15.4350817,28.2459333,1258.3
-15.43494,28.24601,1276.7
-15.4396617,28.23817,1273.5
NA,NA,NA
-15.4407217,28.2411967,1270.9
-15.44046,28.2397333,1264
-15.4402633,28.2396183,1283.5
-15.4401667,28.2398417,1277.8
-15.430015,28.2396483,1270.5
-15.4304167,28.2394883,1264.6
-15.4298083,28.239735,1270.5
-15.4403517,28.2399583,1277.4
-15.429835,28.239905,1275.5
-15.43036,28.2399,1240.4
-15.43007,28.2398733,1273.6
-15.44057,28.239895,1275.6
-15.4299533,28.2401017,1275.4
-15.4399733,28.2405267,1278.6
-15.4304917,28.240145,1277.7
-15.4300733,28.2403383,1276.3
-15.4306417,28.24051,1290.8
-15.4396483,28.2390517,1261.7
-15.43062,28.2402583,1285.3
-15.4302117,28.2404917,1271.6
-15.4307483,28.2400917,1290.7
-15.4308517,28.240785,1279.3
-15.43395,28.2444017,1276.4
-15.4394783,28.23896,1273.9
-15.433845,28.2443567,1287.5
-15.43094,28.2401033,1286.6
NA,NA,NA
-15.4301633,28.2407783,1285.7
-15.4344233,28.2445267,1261.6
-15.4306433,28.2412967,1286.1
-15.4302117,28.240865,1281.4
NA,NA,NA
-15.4310633,28.2397883,1277.4
NA,NA,NA
-15.4310667,28.2411367,1276.6
NA,NA,NA
-15.43414,28.2442517,1278.6
-15.4303167,28.2410917,1276.7
-15.4347233,28.24388,1271.6
-15.43894,28.2388517,1271.2
-15.4303483,28.2411817,1279.5
-15.4340233,28.24394,1273.3
-15.4308133,28.2414367,1272.5
NA,NA,NA
-15.43113,28.2415667,1283.3
-15.4341883,28.24398,1278.8
-15.4388267,28.2388817,1285.2
-15.4350067,28.2442433,1274.5
-15.4343283,28.24377,1289.8
-15.4318833,28.2417983,1267.9
-15.4316017,28.2417517,1286.5
-15.4348683,28.24428,1277.8
-15.43418,28.2437,1290.5
NA,NA,NA
-15.4385583,28.2392167,1286.8
-15.432045,28.2415517,1280.8
-15.4315317,28.24228,929.7
-15.4346917,28.244635,1276.4
NA,NA,NA
NA,NA,NA
-15.439395,28.2405967,1257.2
-15.438695,28.23933,1288.1
-15.4345,28.2448967,1275.8
