"latitude","longitude","altitude"
-15.4245933,28.24431,1275
NA,NA,NA
-15.4248083,28.2423783,1279.5
-15.4248217,28.241865,1285.7
-15.424705,28.242775,1270.3
-15.42494,28.2427367,1276.5
NA,NA,NA
-15.424905,28.2428717,1277.4
-15.4247267,28.2447683,1286.7
-15.424955,28.2429117,1283.4
-15.42464,28.2445883,1268.3
-15.42503,28.2431,1284.5
-15.4250883,28.24266,1268.3
NA,NA,NA
-15.4252833,28.2430067,1283.6
-15.42499,28.243345,1282.9
-15.4251283,28.2434633,1268.1
NA,NA,NA
-15.4254067,28.242815,1280.2
-15.4251783,28.242665,1288.2
-15.424415,28.2453333,1281.6
-15.430325,28.24833,1270.2
NA,NA,NA
-15.4253033,28.2424917,1278.1
NA,NA,NA
-15.4247367,28.2455933,1289.3
-15.4261133,28.243225,1249.2
-15.4257567,28.24321,1278.5
-15.4254,28.2425117,1282.7
-15.430005,28.2481083,1269.9
-15.4258267,28.2433067,1286.1
-15.4256617,28.2423733,1289.2
-15.4250383,28.2454917,1273.5
-15.4259967,28.2429917,1262.8
-15.4250183,28.2455317,1278.9
-15.425875,28.2428433,1280.1
NA,NA,NA
-15.4296217,28.2488383,1273.5
-15.42481,28.2447367,1274
-15.4249867,28.2444817,1272
-15.4260783,28.24279,1273.9
-15.4250233,28.2451083,1275.5
-15.4246733,28.24421,1278.7
-15.4294667,28.24858,1287.3
-15.4265333,28.2429583,1276.1
-15.4249917,28.244705,1279.8
-15.42487,28.24438,1278.1
-15.4293183,28.2481467,1281.2
NA,NA,NA
-15.4267533,28.242535,1260.9
-15.4256567,28.2426983,1277.6
-15.4267733,28.24247,1263.8
-15.4248083,28.24406,1278.9
-15.4262667,28.24198,1278.6
-15.42471,28.2441717,1286.9
-15.4248083,28.244955,1285.6
-15.42654,28.242575,1284.5
-15.4249,28.24515,1283.8
-15.4247217,28.244535,1284.9
-15.4245367,28.24291,1286.4
-15.4246233,28.2433817,1283.5
-15.4247,28.24303,1296.1
-15.4249433,28.2439967,1276
-15.425035,28.244335,1265
-15.4250417,28.2441317,1284.7
-15.4295767,28.2472017,1269.9
-15.4250267,28.244415,1283
-15.4251583,28.2446783,1279.9
-15.425605,28.24482,1431.4
-15.4251717,28.2448633,1285.3
-15.4251967,28.245015,1283.7
-15.4253183,28.2454467,1273.7
-15.425645,28.2452783,1277.1
-15.4256717,28.2455083,1271.3
-15.426095,28.2454667,1288.1
-15.426075,28.2454683,1272.2
-15.4273467,28.2417183,1290.5
-15.4275033,28.2415367,1239.1
-15.4255333,28.2448867,1282.3
-15.42605,28.2445033,1276.4
-15.4273317,28.2420167,1296
-15.4277517,28.24209,1272
-15.4254133,28.24464,1285.7
-15.42578,28.2440867,1280.9
NA,NA,NA
-15.4257117,28.243905,1279.1
-15.4258383,28.2435833,1279.6
-15.425965,28.24396,1266.6
-15.4260783,28.2437983,1275.6
-15.4254933,28.2444867,1275.4
NA,NA,NA
-15.4258867,28.2436617,1285.6
-15.4254,28.2442167,1262.9
NA,NA,NA
-15.4262,28.2434483,1282.7
-15.4262567,28.2433267,1285.2
-15.42639,28.2439717,1283.5
NA,NA,NA
-15.426535,28.2434783,1293.8
-15.4260833,28.2435117,1273.2
-15.42678,28.243385,1304
-15.4297917,28.2494917,1141.3
-15.4266883,28.2433917,1288.8
-15.4265867,28.24387,1281.2
-15.4266883,28.2434033,1287.3
-15.42258,28.2457417,1276.5
-15.4224983,28.2458483,1255.6
-15.4222717,28.2458583,1256
-15.4225317,28.24638,1281.1
-15.4271,28.243695,1269.9
-15.42231,28.24629,1205.3
-15.42229,28.2462733,1275.8
-15.4266083,28.2441667,1270.7
-15.4270583,28.243905,1335.8
-15.4224467,28.2466067,1245.5
-15.4268617,28.244105,1245.9
-15.4224967,28.2471333,1280.4
-15.42237,28.246965,1273.6
-15.4277867,28.2441183,1293.3
NA,NA,NA
-15.422455,28.247225,1277.2
-15.426375,28.2441283,1277.1
-15.4226333,28.24817,1273.2
-15.4228333,28.2479967,1279.7
-15.4226567,28.247895,1287.6
-15.4265067,28.2445183,1271.8
-15.4228033,28.247395,1273.5
-15.42626,28.2452867,1283.4
-15.422715,28.2472933,1282.7
-15.4226267,28.24735,1286.2
-15.422695,28.2470933,1275.9
-15.4262833,28.2456033,1282.5
-15.422855,28.246805,1288.2
-15.4265667,28.2453217,1284.6
-15.4229,28.2466683,1274.8
-15.422755,28.246945,1270.4
-15.4228167,28.24643,1287
-15.4227167,28.2464033,1274.2
-15.426975,28.2447633,1286.9
-15.4226633,28.2462483,1281.7
-15.42278,28.2460517,1278.7
-15.427155,28.2453683,1283.8
-15.4227883,28.245855,1278.1
-15.4230617,28.2456683,1280.6
-15.4229467,28.2462733,1284.1
-15.4264667,28.2450017,1279.7
-15.422995,28.2462433,1278.3
-15.4276233,28.2456683,1271.4
-15.4227983,28.245825,1279.6
-15.423155,28.2466417,1285.1
-15.4271233,28.2456267,1265.3
-15.423125,28.2468283,1287.1
-15.4232317,28.246935,1278.8
-15.42319,28.2470633,1317.2
-15.4277517,28.244845,1271.6
-15.42773,28.2456617,1261.6
-15.42296,28.2470733,1322.4
-15.42281,28.2473667,1265.4
-15.4228917,28.247445,1280.6
-15.4229917,28.24768,1284.3
-15.4231317,28.24786,1296
-15.4229867,28.2480417,1282.5
-15.4232883,28.2478433,1293.6
-15.42339,28.2480017,1280.6
-15.4232617,28.2476233,1280.8
-15.4232783,28.24732,1272.7
-15.4232033,28.24761,1299.6
-15.4233333,28.2473533,1288.7
-15.4254367,28.244095,1289.3
-15.4260917,28.2451917,1259.4
-15.4256133,28.245465,1255.7
-15.425605,28.2444533,1281.4
-15.42542,28.2451083,1250.7
-15.4254217,28.2449883,1270.5
-15.4252483,28.2441217,1285.6
-15.4281383,28.2444433,1282.6
NA,NA,NA
-15.4263233,28.24607,1282
-15.4261233,28.24601,1229.3
-15.42814,28.244725,1278.9
-15.426235,28.2462833,1280.8
-15.4264967,28.2466767,1272.8
-15.4300267,28.2495717,1272.8
-15.4284967,28.2450067,1284.3
-15.4265683,28.2470683,1258.2
-15.4266,28.2476267,1272.8
-15.430075,28.2501217,1270.7
-15.4263217,28.2476783,1263.3
-15.42657,28.2477533,1274.7
-15.4301683,28.2499017,1288.4
-15.4264733,28.2479283,1286.1
-15.4267667,28.24796,1273.5
-15.4264183,28.2480733,1277.1
-15.4290967,28.2480717,1281
-15.4282883,28.2478067,1262.6
-15.4264633,28.2481817,1262.6
-15.428115,28.2480183,1281
-15.42907,28.2478783,1268.9
-15.426765,28.2486617,1277.9
-15.42773,28.2482433,1290.3
-15.428015,28.247615,1271
-15.428175,28.2474,1281.5
-15.42922,28.24837,1272.7
-15.4263067,28.2483817,1320.9
-15.427805,28.2472767,1278.5
-15.4284217,28.2476683,1277.4
-15.428655,28.2470667,1280.5
-15.4260167,28.2484933,1284.5
-15.4282233,28.2476183,1275.1
-15.4265033,28.248435,1318.5
-15.4274467,28.2472483,1279.7
NA,NA,NA
-15.4278583,28.247155,1277.4
-15.4283083,28.2465233,1279.5
-15.42629,28.2483317,1288.2
-15.4282533,28.2463483,1270.7
-15.427985,28.2466317,1274.9
-15.4278217,28.246765,1288.7
-15.42601,28.2479367,1275
-15.4261967,28.24792,1283.7
-15.4274233,28.247515,1268.5
-15.4263167,28.2477817,1290.3
NA,NA,NA
-15.4277233,28.247505,1278.6
-15.428215,28.2467017,1287.4
-15.42605,28.2473833,1286.9
-15.4261,28.2475367,1277.6
-15.4285033,28.2481683,1283.6
-15.4277083,28.2464367,1276.2
NA,NA,NA
-15.425905,28.2474217,1297.2
-15.4285033,28.2479717,1270.3
-15.427545,28.247715,1263.3
-15.4283517,28.248265,1277.4
-15.425975,28.2467067,1286.2
-15.4260133,28.24693,1284.3
-15.42587,28.2471117,1286.8
NA,NA,NA
-15.4271783,28.24693,1280.1
-15.4287983,28.2494683,1290
-15.4261183,28.2466933,1295.8
-15.428755,28.2499767,1281.5
-15.427565,28.246305,1257.1
-15.4270533,28.2480583,1274.7
-15.4261133,28.247095,1276.3
-15.425665,28.24668,1286.3
NA,NA,NA
-15.42736,28.2466967,1275.5
-15.425945,28.2465183,1282.2
-15.42605,28.24651,1297.1
-15.427905,28.2459933,1286.3
-15.4291483,28.250085,1284.8
-15.4272333,28.2482567,1275.7
-15.42715,28.2465983,1275
-15.425825,28.2462167,1274.8
-15.425955,28.2462567,1295.6
-15.4279733,28.2457817,1276.3
-15.42891,28.2501817,1275.9
-15.4269417,28.24831,1280
-15.4250583,28.24579,1288.7
-15.4257667,28.246145,1275.8
-15.42571,28.24592,1299.9
-15.4269617,28.2463933,1288.4
-15.42759,28.2459933,1281.4
-15.425275,28.2461817,1273.3
-15.4268817,28.2484733,1289.6
NA,NA,NA
-15.429495,28.2504667,1291.6
-15.4252867,28.246155,1295.2
-15.4271767,28.245945,1289.3
NA,NA,NA
-15.4254317,28.2463667,1308.7
-15.4253983,28.24609,1283.3
-15.4275867,28.2482717,1276.3
-15.425485,28.2465667,1273.9
-15.4269717,28.24596,1284.9
-15.4274183,28.2480883,1284
NA,NA,NA
-15.42869,28.2504983,1286.2
-15.4254983,28.2467,1287.7
-15.426755,28.2459583,1288.7
-15.42562,28.2467717,1272.8
-15.425555,28.2470717,1284.2
-15.4266917,28.2462017,1278
-15.4255883,28.246895,1280.9
-15.4270967,28.24763,1277.5
-15.42819,28.24911,1280.7
-15.425685,28.247205,1297.7
NA,NA,NA
NA,NA,NA
-15.4270167,28.24746,1274.5
-15.42796,28.248705,1286
-15.4278633,28.248415,1284.1
NA,NA,NA
-15.4257517,28.2477317,1281.5
-15.4277783,28.2487383,1271.5
-15.427905,28.2482533,1329.9
-15.4268333,28.2475433,1281.6
NA,NA,NA
-15.4277267,28.2485317,1287.4
-15.425795,28.2478933,1265.3
-15.4257917,28.2476683,1258.7
-15.425685,28.24746,1275.4
-15.425885,28.2479217,1263.9
-15.4270217,28.247745,1282.7
-15.42751,28.2486633,1283
-15.4256017,28.2475317,1273.6
-15.425475,28.2473017,1290.2
NA,NA,NA
-15.4260067,28.2484283,1265
-15.4256867,28.2480133,1287.9
-15.4254983,28.24722,1280.3
-15.4268933,28.2488033,1274.7
-15.4261017,28.2488367,1279.3
-15.4260683,28.24889,1286
-15.4261933,28.24921,1268.4
-15.42569,28.24806,1289
-15.4264333,28.2490733,1276.2
-15.42609,28.2492467,1277
-15.4257683,28.24855,1292.2
NA,NA,NA
-15.4255283,28.2492967,1307.7
-15.4256,28.2490567,1297.5
-15.425875,28.248855,1283.9
NA,NA,NA
-15.4254783,28.2487133,1302.8
-15.4260533,28.24956,1275
-15.4278283,28.2492567,1327.5
NA,NA,NA
-15.4253233,28.2488517,1293
-15.426025,28.2495417,1289.8
-15.4253033,28.2489967,1284
-15.4277483,28.249095,1259.8
NA,NA,NA
-15.4252367,28.2484983,1285.3
NA,NA,NA
-15.4251933,28.247985,1272.8
NA,NA,NA
-15.4252633,28.2482,1293.2
-15.4265067,28.2459633,1282
-15.4250567,28.2478,1305.5
-15.4250883,28.2482183,1284.2
-15.4280483,28.2490183,1283.3
-15.4250617,28.2475967,1295.8
-15.426535,28.2460817,1291.6
-15.4266183,28.2464667,1286.3
-15.4259067,28.24985,1287.6
-15.4248367,28.2474633,1301.6
-15.4251633,28.2473667,1275.6
-15.4266933,28.2465967,1277.8
-15.4267583,28.2464717,1284.6
-15.4263167,28.24673,1291.1
-15.4262667,28.2497683,1290
-15.4277817,28.2496917,1286.6
NA,NA,NA
-15.4247767,28.24697,1299.5
-15.42782,28.2497533,1287.9
-15.4247683,28.2467467,1293.3
-15.4267783,28.2467983,1282.8
-15.42607,28.2505533,1290.2
NA,NA,NA
-15.4268283,28.247,1290.2
-15.4269917,28.2472583,1294.7
-15.4265883,28.2477233,1283.6
-15.42609,28.250335,1282
NA,NA,NA
-15.4268267,28.2474,1288.3
-15.4250917,28.2460383,1279.7
-15.42532,28.2478433,1286.8
-15.4254483,28.248465,1288.5
-15.425745,28.2491483,1288.9
-15.4265983,28.2475717,1287.8
-15.4256583,28.2489333,1290.5
-15.42557,28.2481267,1277.8
-15.425865,28.247905,1248.8
-15.42544,28.2478183,1278.7
-15.4253817,28.24753,1264.7
-15.4256783,28.2487517,1289.5
NA,NA,NA
-15.42648,28.2474467,1278.9
-15.42526,28.24697,1287
-15.425235,28.2469283,1291.7
-15.4250817,28.2462333,1292.5
-15.425105,28.245735,1285
-15.42539,28.2458933,1284.8
-15.42561,28.24623,1279.3
-15.4258683,28.2469483,1285.5
-15.425935,28.247285,1287.3
-15.425995,28.247625,1280.3
-15.4259967,28.247745,1288
-15.4260333,28.2482133,1272.4
-15.4262083,28.248605,1279
-15.4262767,28.2489633,1281.1
-15.4266767,28.2485817,1275.4
-15.4266017,28.24718,1270.5
-15.4252533,28.2443417,1276.6
-15.4250783,28.246665,1285.5
-15.4263583,28.2463983,1264.1
-15.4257967,28.2453617,1270.8
-15.4254333,28.2443067,1284.7
-15.42848,28.24939,1283.4
-15.4285067,28.250335,1263.2
-15.428435,28.2501433,1286.1
-15.4280617,28.2503583,1278.4
NA,NA,NA
-15.428205,28.2504783,1282.8
-15.4278367,28.25043,1271.2
-15.4257117,28.2443267,1270.7
NA,NA,NA
-15.4282017,28.250655,1277.9
-15.4278317,28.25074,1268.9
-15.4248633,28.2459933,1263.2
NA,NA,NA
-15.4278867,28.250955,1279.8
-15.4246717,28.246145,1275.4
-15.42462,28.24592,1276.4
-15.4283483,28.2508983,1269.5
